file_name,SMILES
train_64.png,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
train_65.png,CC(C)C(CC(=O)O)(C(=O)O)O
train_66.png,C(C(C(=O)O)N)Cl
train_67.png,C1=CC(=CN=C1)C#N
train_68.png,C1C(C(C(=O)C=C1C(=O)O)O)O
train_69.png,C(C(C(C(COP(=O)(O)O)O)O)O)C(=O)C(=O)O
train_70.png,C=C(C(=O)O)OC1CC(=CC(C1O)OP(=O)(O)O)C(=O)O
train_71.png,C(C(=O)C(=O)O)P(=O)O
train_72.png,C[N+](C)(C)CC(CC(=O)O)O
train_73.png,C1=CC(=C(C(=C1)O)N)C(=O)O
train_74.png,CC(CO)C(=O)O
train_75.png,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N
train_76.png,C1=CC(=CC(=C1)O)CCC(=O)O
train_77.png,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4(C=C)O)O
train_78.png,C(CC(=O)O)C(=O)CC(=O)O
train_79.png,C(C(C(C(=O)C(C(=O)O)O)O)O)O
train_80.png,CC(=O)CC(=O)O
train_81.png,C(C1C(C(C(C(O1)O)O)O)OC2C(C(=O)C(C(O2)CO)O)O)O
train_82.png,C(C(=O)C(=O)O)S
train_83.png,C1=CC(=CC(=C1)O)C=O
train_84.png,C1=CC(=CC(=C1)O)CO
train_85.png,C1C=C(OC1=O)CC(=O)O
train_86.png,C(C(=O)C(=O)O)OP(=O)(O)O
train_87.png,C(C(C(=O)O)N)OP(=O)(O)O
train_88.png,C1=CC=C(C=C1)CCC(=O)O
train_89.png,C1=CC(=CN=C1)CC(=O)O
train_90.png,C(C(C(=O)O)N)S(=O)O
train_91.png,C(C(=O)C(=O)O)S(=O)O
train_92.png,C(CNC(=O)N)C(=O)O
train_93.png,C(C(C(=O)C(=O)[O-])O)OP(=O)(O)O
train_94.png,C(C(C(=O)C(=O)O)O)OP(=O)(O)O
train_95.png,C1=CC(=CN=C1)CCCC(=O)O
train_96.png,C=C(C(=O)O)OC1C=C(C=CC1N)C(=O)O
train_97.png,C1=NC(=C(N1)C(=O)O)N
train_98.png,C(CC=O)CN
train_99.png,C(CC(=O)O)CN
train_100.png,C1=CC(=O)OC1=CC(=O)O
train_101.png,CC(CO)(C(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O
train_102.png,C(C(=O)CC(=O)O)C(=O)C=CC(=O)O
train_103.png,C(CC(=O)N)CN=C(N)N
train_104.png,CC(CC(=O)C(=O)O)O
train_105.png,C1=CC(=CC=C1CO)O
train_106.png,C1=CC(=CC=C1C=O)O
train_107.png,C1=CC(=CC=C1CC(=O)O)O
train_108.png,C1=NC(C(=O)N1)CCC(=O)O
train_109.png,CC(C)CCC=O
train_110.png,C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O
train_111.png,CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)O)O
train_112.png,CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NC(CS)C(=O)O)O
train_113.png,C[N+](C)(C)CCCC=O
train_114.png,C[N+](C)(C)CCCC(=O)O
train_115.png,C1=CC(=CC=C1C(=O)O)O
train_116.png,C(CC(=O)O)C(=O)CN
train_117.png,C(CCN)CC(=O)O
train_118.png,CC(C)CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
train_119.png,CC(CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C)CO
train_120.png,C1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O
train_121.png,CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
train_122.png,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
train_123.png,C(C(C(C(=O)O)O)O)C(=O)C(=O)O
train_124.png,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
train_125.png,C(C1C(C(C(O1)N)O)O)OP(=O)(O)O
train_126.png,C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O
train_127.png,C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O
train_128.png,C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N
train_129.png,C(C1C(C(C(O1)N=C(CNC=O)N)O)O)OP(=O)(O)O
train_130.png,C1=NC(=C(N1)C(=O)O)NC(=O)N
train_131.png,C1CNC2=NC=NC=C2N1
train_132.png,C(C(=O)C(C(C(C(=O)O)O)O)O)O
train_133.png,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
train_134.png,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O
train_135.png,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
train_136.png,C1C(=NC2C(N1)N=C(NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
train_137.png,CC1(C(N2C(S1)C(C2=O)N)C(=O)O)C
train_138.png,C(CC(=O)C=[N+]=[N-])C(C(=O)O)N
train_139.png,C(CC(=C[N+]#N)O)C(C(=O)O)N
train_140.png,CC(=O)C(=O)C1CNC2C(N1)C(=O)NC(=N2)N
train_141.png,C1CN=C2C(=N1)C=NC=N2
train_142.png,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O
train_143.png,CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O
train_144.png,CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
train_145.png,CC(C(=O)CCCCCC(=O)O)N
train_146.png,C(CO)O
train_147.png,CC(=O)[O-]
train_148.png,CC(=O)O
train_149.png,CC=O
train_150.png,CC(=O)N
train_151.png,CC(C(=O)C)O
train_152.png,CC(=O)C
train_153.png,CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)O)N)CO)O)O
train_154.png,CC(=O)NC(CCC(=O)O)C(=O)O
train_155.png,CC(=O)OP(=O)(O)O
train_156.png,CC(=O)OCC[N+](C)(C)C
train_157.png,CC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O
train_158.png,CC(=O)OCC(C(=O)O)N
train_159.png,C1=NC2=NC=NC(=C2N1)N
train_160.png,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
train_161.png,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N
train_162.png,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O
train_163.png,C(CCC(=O)O)CC(=O)O
train_164.png,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N
train_165.png,C(CCN=C(N)N)CN
train_166.png,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N
train_167.png,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C
train_168.png,C(C(=O)O)(NC(=O)N)NC(=O)N
train_169.png,C1(C(=O)NC(=O)N1)NC(=O)N
train_170.png,CC(C(C(=O)O)N)O
train_171.png,C(C1C(C(C(C(O1)O)O)O)O)O
train_172.png,C(CC=O)CC(C(=O)O)N
train_173.png,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
train_174.png,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)O)O
train_175.png,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O
train_176.png,CCCCCC(C=CC1C(C2CC(O2)O1)CC=CCCCC(=O)O)O
train_177.png,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
train_178.png,CC(=O)CN
train_179.png,CC1=NC=C(C(=N1)N)COP(=O)(O)O
train_180.png,CC1=NC=C(C(=N1)N)COP(=O)(O)OP(=O)(O)O
train_181.png,CC(=O)C(C(=O)O)N
train_182.png,CCOP(=S)(OCC)OC1=CC=C(C=C1)N
train_183.png,C(C(C(C(CO)O)O)O)NC1=C(C(=O)NC(=O)N1)N
train_184.png,N
train_185.png,[NH4+]
train_186.png,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N
train_187.png,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O
train_188.png,C(N)(O)P
train_189.png,C1=CC=C(C(=C1)C(=O)O)N
train_190.png,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N
train_191.png,C1C(C(C(C(O1)O)O)O)O
train_192.png,C(C(C(C(C=O)O)O)O)OP(=O)(O)O
train_193.png,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
train_194.png,C(CC(C(=O)O)N)CN=C(N)N
train_195.png,O[As](=O)([O-])[O-]
train_196.png,O[As](=O)(O)O
train_197.png,C(C(C(=O)O)N)C(=O)N
train_198.png,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC
train_199.png,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
train_200.png,C(CN)C(=O)O
train_201.png,C1=CC=C(C=C1)C=O
train_202.png,C1=CC=CC=C1
train_203.png,C1=CC=C(C=C1)C(=O)[O-]
train_204.png,C1=CC=C(C=C1)C(=O)O
train_205.png,C1=CC=C(C=C1)CO
train_206.png,CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)O)O
train_207.png,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OS(=O)(=O)O
train_208.png,C[N+](C)(C)CC(=O)[O-]
train_209.png,C[N+](C)(C)CC(=O)O
train_210.png,C[N+](C)(C)CC=O
train_211.png,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
train_212.png,C1=CC=C(C=C1)C2=C(C(=CC=C2)O)O
train_213.png,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)OC2=CC=C(C=C2)[N+](=O)[O-]
train_214.png,CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=NC2=O)N)N)C(=N)N
train_215.png,[Br-]
train_216.png,Br
train_217.png,CCCC=O
train_218.png,CC(C(C)O)O
train_219.png,CCCCO
train_220.png,CCCC(=O)O
train_221.png,CCCC(=O)OP(=O)(O)O
train_222.png,[Ca+2]
train_223.png,C(CCN)CCN
train_224.png,C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O
train_225.png,C(CON=C(N)N)C(C(=O)O)N
train_226.png,C(=O)(N)[O-]
train_227.png,C(=O)(N)O
train_228.png,C(=O)(N)OP(=O)(O)O
train_229.png,C(C(C(=O)O)NC(=O)N)C(=O)O
train_230.png,C(=O)=O
train_231.png,[C-]#[O+]
train_232.png,C1=CC(C(C(=C1)CCC(=O)O)O)O
train_233.png,C(=O)[O-]
train_234.png,C(=O)O
train_235.png,C(C(=O)[O-])ON
train_236.png,C(C(=O)O)ON
train_237.png,C1=CC=C(C(=C1)C(=O)O)NCC(=O)C(C(COP(=O)(O)O)O)O
train_238.png,C[N+](C)(C)CC(CC(=O)[O-])O
train_239.png,C1=CC=C(C(=C1)O)O
train_240.png,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O
train_241.png,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O
train_242.png,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCCN)O)O
train_243.png,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
train_244.png,CC(C=O)C(=O)O
train_245.png,C
train_246.png,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
train_247.png,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
train_248.png,C(C(=O)O)Cl
train_249.png,C1=CC(=C(C=C1O)Cl)O
train_250.png,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(=O)CC4C3(CCC(C4)O)C)O)C
train_251.png,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
train_252.png,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
train_253.png,C[N+](C)(C)CCO
train_254.png,C=C(C(=O)O)OC1C=C(C=CC1O)C(=O)O
train_255.png,C1=CC=C(C=C1)C=CC=O
train_256.png,C1=CC=C(C=C1)C=CCO
train_257.png,C(C(=CC(=O)O)C(=O)O)C(=O)O
train_258.png,C(=CC(=O)O)C=CC(=O)O
train_259.png,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
train_260.png,[Cl-]
train_261.png,Cl
train_262.png,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O
train_263.png,C1C(C2=C(NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)O
train_264.png,C1=CC(=CC=C1C=CC(=O)O)O
train_265.png,C1=CC=C2C(=C1)C=CC(=O)O2
train_266.png,CC(C)C1=CC=C(C=C1)CO
train_267.png,CC(C)C1=CC=C(C=C1)C=O
train_268.png,C1=CC(=CC=C1C(C(=O)O)O)O
train_269.png,CSCC(C(C(=O)COP(=O)(O)O)O)O
train_270.png,CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C
train_271.png,CC(CC(CC(=O)O)N)N
train_272.png,COC1=C(C=CC(=C1)C=C)O
train_273.png,C(C(C(C(COP(=O)(O)O)O)O)O)NC1=C(C(=O)NC(=O)N1)N
train_274.png,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C
train_275.png,CC1=CC=CC=C1O
train_276.png,C(C(=O)O)(NC(=O)N)O
train_277.png,CC(=O)C(C(CO)O)O
train_278.png,C1=CC=C(C(=C1)C(=O)O)O
train_279.png,C(CP(=O)(O)O)N
train_280.png,CC1=C(C(=CC=C1)O)O
train_281.png,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)O
train_282.png,CC1=CC(=CC=C1)O
train_283.png,C1(C(C(C2C(C1O)OP(=O)(O2)O)O)O)O
train_284.png,C1C(C(C(C(=O)C1=O)O)O)O
train_285.png,CC(=C(CC(=O)O)C(=O)O)C(=O)O
train_286.png,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O
train_287.png,C1=CC(=CC(=C1)OC2C(C(C(C(O2)CO)O)O)O)CO
train_288.png,C1=CC(=CC=C1O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O
train_289.png,C(C1C(C(=O)C(C(O1)O)O)O)O
train_290.png,CC(C(C(=O)O)NC(=O)CCCCCCS)OP(=O)(O)O
train_291.png,CC(C(C(=O)O)NC(=O)CCCCCCSSCCS(=O)(=O)O)OP(=O)(O)O
train_292.png,C(CC(=O)O)C=CC(=O)C(=O)O
train_293.png,C1=CC(=CC=C1C(=O)C(=O)O)O
train_294.png,CCCCCCCC
train_295.png,C1=C(C(C=C(C1Cl)Cl)Cl)Cl
train_296.png,CC(CC(=O)CC(=O)O)N
train_297.png,C1=C(C=C(C=C1O)O)O
train_298.png,CCC(=CCCCC(C)CCOP(=O)(O)OC1C(C(C(C(O1)CO)O)O)O)C
train_299.png,C1C(CC(=O)C=C1O)O
train_300.png,C1=CC=C2C(C(C=CC2=C1)O)O
train_301.png,C(C=O)N
train_302.png,C(C(C(=O)O)N)N
train_303.png,CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C
train_304.png,C(CCNCCCCN)CN
train_305.png,C1=C(C=C(C(=C1O)O)O)C(=O)O
train_306.png,C(#CC(=O)O)C(=O)O
train_307.png,C1=C(C=C(OC1=O)C(=O)O)C(=O)O
train_308.png,C(C(=CC(=O)C(=O)O)C(=O)O)C(=O)O
train_309.png,CC(=O)CC(CC(=O)O)O
train_310.png,CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C
train_311.png,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O
train_312.png,CCCCCCCC(=O)O
train_313.png,CCCC(C(=O)O)NC(C)C(=O)O
train_314.png,C(CCC(=O)O)CCC(=O)O
train_315.png,C(CC(C(=O)O)N)CN
train_316.png,CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)O)C
train_317.png,C(CC(CC(=O)O)N)CN
train_318.png,C(C(C(C(=O)C(C(=O)O)O)O)O)OP(=O)(O)O
train_319.png,C1=CC=C2C(=C1)C(=CN2)CC(=O)N
train_320.png,CC(C)[N+](=O)[O-]
train_321.png,C(=CC(=O)O)C(=CC(=O)O)C(=O)O
train_322.png,C1=CC=C(C(=C1)C=O)NC=O
train_323.png,C1C(C(=O)NO1)N
train_324.png,S
train_325.png,C1=CC(=CC=C1N)O
train_326.png,C(CCNO)CC(C(=O)O)N
train_327.png,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C
train_328.png,[O-]P(=O)[O-]
train_329.png,OP(=O)O
train_330.png,CN1C(CCC1=O)C2=CN=CC=C2
train_331.png,C[N+]1(CCCC1C2=CN=CC=C2)[O-]
train_332.png,CN1CCCC1C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O
train_333.png,CN1C(CCC1=O)C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O
train_334.png,C1CC(NC1)C2=CN=CC=C2
train_335.png,C1CC(=O)NC1C2=CN=CC=C2
train_336.png,CN1C(CC(C1=O)O)C2=CN=CC=C2
train_337.png,CN1C(=O)CCC1(C2=CN=CC=C2)O
train_338.png,CN1C(CC(C1=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)C3=CN=CC=C3
train_339.png,C(=CC(=O)O)C(=CC(=O)O)Cl
train_340.png,C1=CC(C(C=C1)O)O
train_341.png,C(C(=O)C=CC(=O)O)C(=O)O
train_342.png,CC(C)CCCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C
train_343.png,C(CCC(=O)O)CC(CCS)S
train_344.png,C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O
train_345.png,CC(=O)CC(C(=O)O)N
train_346.png,C(C(C(=O)O)N)C(=O)O
train_347.png,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O
train_348.png,C(CC(C(=O)O)NC(CCC(=O)O)C(=O)O)CN=C(N)N
train_349.png,CC(C(=O)O)NC(CCCN=C(N)N)C(=O)O
train_350.png,C(CN)CN
train_351.png,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3N2)CC(C(C(CO)O)O)O
train_352.png,CN1CCCC1C2=C[N+](=CC=C2)C
train_353.png,C[N+]1=CCCC1C2=CN=CC=C2
train_354.png,CN1CCCC1(C2=CN=CC=C2)O
train_355.png,C1CC(=O)N(C1C2=CN=CC=C2)CO
train_356.png,CNCCCC(=O)C1=CN=CC=C1
train_357.png,C1=CC(=CN=C1)C(=O)CCC(=O)N
train_358.png,CNC(=O)CCC(=O)C1=CN=CC=C1
train_359.png,C1=CC(=CN=C1)C(=O)CCC(=O)O
train_360.png,C1=CC(=CN=C1)C(CCC(=O)O)O
train_361.png,C1=CC(=CN=C1)C=CCC(=O)O
train_362.png,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
train_363.png,CC(CC(=O)O)O
train_364.png,C(C(C(C(C(=O)C(=O)O)O)O)O)OP(=O)(O)O
train_365.png,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C
train_366.png,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
train_367.png,CC(C(C1=CC(=CC=C1)Cl)O)NC(C)(C)C
train_368.png,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO
train_369.png,C1=CC(=CC(=C1)Cl)C(=O)O
train_370.png,C1=CC(=CC(=C1)Cl)C(=O)NCC(=O)O
train_371.png,CC(CCO)(CC(=O)O)O
train_372.png,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
train_373.png,C1(C(C(C(=O)C(C1O)O)O)O)O
train_374.png,C(C(C(C(C(CO)O)O)O)O)O
train_375.png,CCCCCCCC=O
train_376.png,CC(C(=O)C1=NC2C(NC1)N=C(NC2=O)N)O
train_377.png,C(=O)(C(=O)O)NC(=O)N
train_378.png,C[N+]1=CC=CC(=C1)C(=O)N
train_379.png,C[S+](C)CCC(C(=O)O)N
train_380.png,COC1=CC=CC=C1O
train_381.png,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
train_382.png,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C
train_383.png,C(CC(C(=O)O)NC(=O)CCC(=O)O)CN=C(N)N
train_384.png,C1=CC=C(C=C1)C(=O)NCC(=O)O
train_385.png,CSCC1C(C(C(O1)OP(=O)(O)O)O)O
train_386.png,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
train_387.png,CC(=CCCC(=CCCC(=CC1C(C1(C)CCC=C(C)CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)C)C)C
train_388.png,C(CC(C(=O)O)N)CC(=O)O
train_389.png,C(CN)C(C(=O)O)N
train_390.png,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
train_391.png,C1=CC=C(C(=C1)C(=O)CC(=O)C(=O)O)N
train_392.png,CSCCC(=O)C(=O)O
train_393.png,CN(C)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
train_394.png,CC1C(C(C(C(O1)OP(=O)(O)O)O)O)O
train_395.png,CC(CCOP(=O)(O)O)(CC(=O)O)O
train_396.png,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O
train_397.png,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)O
train_398.png,CC(C)(CO)C(C(=O)NCCC(=O)NCCS)O
train_399.png,C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O
train_400.png,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O
train_401.png,C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O
train_402.png,C1=C(NC=N1)N
train_403.png,C[N+](C)(C)CCOS(=O)(=O)[O-]
train_404.png,C[N+](C)(C)CCOS(=O)(=O)O
train_405.png,CC(C(=O)O)C(=O)O
train_406.png,C(CC(=O)NC(CSC=O)C(=O)NCC(=O)O)C(C(=O)O)N
train_407.png,C(C1C(C(C(C(O1)O)NS(=O)(=O)O)O)O)O
train_408.png,C(C=O)P(=O)(O)O
train_409.png,[O-]S(=O)(=O)SS(=O)(=O)[O-]
train_410.png,OS(=O)(=O)SS(=O)(=O)O
train_411.png,CSCC1C(C(C(O1)O)O)O
train_412.png,C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N
train_413.png,CC(=O)NCCCNCCCCN
train_414.png,C1C2C(C(S1)CCCCC(=O)N)NC(=O)N2
